nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
Ferran Torres,2002-02-29,Espanha,3,89056845,,Ferran Torres,29/2/2000 (22 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"AM (RL), ST (C)",184 cm,77 kg,22,€74M - €89M,"€303,000 p/m",129,20,,28,6,Physical,-,Inverted Winger,Support,AM (L),17,3,8,15,13,12,10,1,2,13,13,8,13,13,15,15,2,14,14,15,9,1,10,12,1,8,12,7,6,15,14,2,16,13,12,7,1,3,3,12,11,7,12,15,2,13,12,2000-02-29,2000-02-29,ferran torres
Nico Williams,2002-07-12,Espanha,1,67276230,Wnt,Nico Williams,12/7/2002 (19 years old),ESP,Spanish First Division,A. Bilbao,Spain (First Division),Left,Reasonable,Very Strong,M/AM (RL),180 cm,78 kg,19,€40M - €60M,"€92,000 p/m",63,9,U21,0,-,Intelligent,-,Inverted Winger,Support,AM (R),15,1,11,15,13,11,13,2,3,13,12,7,13,13,15,14,3,13,13,15,8,1,12,10,1,11,10,8,9,9,15,3,14,13,14,12,3,1,1,13,14,9,13,14,1,13,13,2002-07-12,2002-07-12,nico williams
David Raya,1995-09-15,Espanha,1,29111433,Wnt,David Raya,15/9/1995 (26 years old),ESP,English Premier Division,Brentford,England (Premier Division),Right,Very Strong,Reasonable,GK,183 cm,70 kg,26,€30M - €35M,"€176,000 p/m",225,-,,1,-,Shot Stopper,-,Sweeper Keeper,Support,GK,12,13,12,16,13,10,13,13,13,13,13,2,2,12,14,3,15,2,10,13,1,14,8,12,13,10,1,1,3,16,6,14,11,13,1,13,13,16,17,12,10,2,12,11,13,14,13,1995-09-15,1995-09-15,david raya
Alejandro Balde,2003-10-18,Espanha,1,67296654,,Alejandro Balde,18/10/2003 (18 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Left Only,Weak,Very Strong,D/WB/M/AM (L),175 cm,69 kg,18,€29M - €43M,"€17,250 p/m",20,-,U21,0,-,Physical,-,Winger,Support,M (L),16,2,12,17,11,12,12,2,3,10,10,8,13,12,14,12,2,8,12,13,9,1,8,8,4,7,9,10,10,15,13,3,16,12,8,9,1,2,1,13,8,11,11,13,2,11,12,2003-10-18,2003-10-18,alejandro balde
Hugo Guillamón,2000-01-31,Espanha,1,67258817,,Hugo Guillamón,31/1/2000 (22 years old),ESP,Spanish First Division,Valencia,Spain (First Division),Right,Very Strong,Fairly Strong,"D (C), DM, M (C)",182 cm,76 kg,22,€33M - €40M,"€36,000 p/m",120,4,,2,13,Intelligent,-,Central Midfielder,Defend,M (C),13,3,12,13,14,13,13,1,1,14,15,9,9,15,15,11,3,8,13,13,9,3,11,12,3,9,10,11,12,14,12,1,12,14,11,15,1,1,2,14,12,12,15,13,1,14,15,2000-01-31,2000-01-31,hugo guillamon
Rodri,1996-06-22,Espanha,1,67217524,,Rodri,22/6/1996 (26 years old),ESP,English Premier Division,Man City,England (Premier Division),Right,Very Strong,Fairly Strong,"DM, M (C)",191 cm,75 kg,26,€109M - €136M,"€804,000 p/m",239,17,Main,33,6,Intelligent,-,Defensive Midfielder,Support,DM,14,2,13,13,18,12,15,1,3,17,16,7,8,18,13,13,3,9,15,9,8,4,13,17,2,11,14,8,12,16,13,3,13,15,8,17,3,3,1,17,16,17,16,14,2,14,16,1996-06-22,1996-06-22,rodri
Yeremi Pino,2002-10-20,Espanha,1,67295650,,Yeremy Pino,20/10/2002 (19 years old),ESP,Spanish First Division,Villarreal,Spain (First Division),Right,Very Strong,Fairly Strong,"AM (RLC), ST (C)",172 cm,65 kg,19,€62M - €93M,"€119,000 p/m",75,12,U21,4,6,Creative,-,Inverted Winger,Attack,AM (L),14,2,12,15,13,14,10,2,2,13,13,12,13,13,14,16,1,12,14,16,11,3,9,7,2,12,11,9,8,13,9,1,14,14,12,8,3,3,3,13,9,9,10,16,4,14,10,2002-10-20,2002-10-20,yeremy pino
Jordi Alba,1989-03-21,Espanha,1,67052513,,Jordi Alba,21/3/1989 (33 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Left,Reasonable,Very Strong,D/WB (L),170 cm,68 kg,33,€30M - €36M,"€933,000 p/m",429,32,,85,4,Leader,-,Wing-Back,Attack,D (L),17,2,15,14,16,15,15,2,1,12,13,12,14,14,16,13,3,13,16,13,10,2,5,6,3,13,10,12,12,13,18,3,15,13,10,12,2,1,1,15,9,14,15,15,1,15,16,1989-03-21,1989-03-21,jordi alba
Carlos Soler,1997-01-02,Espanha,1,67196204,,Carlos Soler,2/1/1997 (25 years old),ESP,Ligue 1 Uber Eats,PSG,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,"WB (R), DM, M/AM (RC)",180 cm,76 kg,25,€29M - €43M,"€468,000 p/m",221,36,Main,9,20,Creative,-,Winger,Support,M (R),14,3,13,13,15,13,12,2,3,13,13,13,15,14,15,13,3,13,14,14,12,3,12,10,2,15,15,8,10,14,14,3,14,15,16,12,2,1,1,14,13,10,13,14,3,14,14,1997-01-02,1997-01-02,carlos soler
Dani Carvajal,1992-01-11,Espanha,1,67139735,,Dani Carvajal,11/1/1992 (30 years old),ESP,Spanish First Division,R. Madrid,Spain (First Division),Right,Very Strong,Reasonable,D/WB (R),173 cm,74 kg,30,€51M - €63M,"€772,000 p/m",318,9,Main,29,9,Leader,-,Wing-Back,Defend,D (R),15,3,17,14,13,17,18,2,3,13,13,11,14,13,16,13,2,8,13,12,8,4,10,8,2,14,10,13,14,14,17,2,14,13,9,14,3,1,2,16,13,15,16,12,1,12,18,1992-01-11,1992-01-11,dani carvajal
Dani Olmo,1998-05-07,Espanha,1,24048100,Wnt,Dani Olmo,7/5/1998 (24 years old),ESP,Bundesliga,RB Leipzig,Germany (Bundesliga),Right,Very Strong,Reasonable,"M (C), AM (RLC)",179 cm,72 kg,24,€36M - €54M,"€333,000 p/m",168,34,,24,14,Creative,-,Advanced Playmaker,Support,AM (C),13,2,12,14,15,15,13,1,3,14,14,14,13,14,14,17,1,13,16,17,14,3,8,8,2,8,13,4,8,13,16,2,12,15,13,10,2,1,3,15,10,10,16,16,3,17,14,1998-05-07,1998-05-07,dani olmo
Pablo Sarabia,1992-05-11,Espanha,1,67045428,Wnt,Pablo Sarabia,11/5/1992 (30 years old),ESP,Ligue 1 Uber Eats,PSG,France (Ligue 1 Uber Eats),Left,Reasonable,Very Strong,"M (RL), AM (RLC)",174 cm,70 kg,30,€28M - €42M,"€449,000 p/m",358,77,Main,22,23,Technical,-,Inverted Winger,Support,AM (R),15,2,10,16,13,15,11,1,1,13,13,15,15,14,9,15,3,15,17,15,15,3,7,6,2,8,13,5,7,12,15,1,14,15,13,8,1,1,4,13,10,6,15,17,1,16,14,1992-05-11,1992-05-11,pablo sarabia
Unai Simón,1997-06-11,Espanha,1,67200923,,Unai Simón,11/6/1997 (25 years old),ESP,Spanish First Division,A. Bilbao,Spain (First Division),Right,Very Strong,Reasonable,GK,190 cm,89 kg,25,€87M - €109M,"€212,000 p/m",206,-,Main,25,10,Distributor,-,Sweeper Keeper,Support,GK,13,16,11,14,13,7,12,15,15,15,13,3,3,14,15,2,13,3,13,3,8,14,13,15,13,12,1,1,3,15,2,15,13,12,5,15,9,16,13,12,12,3,13,13,15,14,12,1997-06-11,1997-06-11,unai simon
Aymeric Laporte,1994-05-27,Espanha,1,85085378,Inj,Aymeric Laporte,27/5/1994 (28 years old),ESP,English Premier Division,Man City,England (Premier Division),Left,Reasonable,Very Strong,D (C),191 cm,85 kg,28,€117M - €148M,"€653,000 p/m",310,17,Main,15,-,Technical,-,Ball Playing Defender,Defend,D (C),14,4,13,13,16,12,15,1,3,16,15,8,11,16,14,13,3,8,15,12,10,1,16,16,3,13,11,8,16,15,14,1,14,16,11,16,4,1,1,15,14,15,13,15,1,16,14,1994-05-27,1994-05-27,aymeric laporte
Ansu Fati,2002-10-31,Espanha,1,67276122,,Ansu Fati,31/10/2002 (19 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Fairly Strong,"AM (RL), ST (C)",178 cm,66 kg,19,€39M - €58M,"€1,000,000 p/m",41,15,Main,4,2,Creative,-,Inverted Winger,Attack,AM (L),16,1,8,17,14,13,12,3,2,14,13,7,13,13,16,16,1,16,14,19,7,3,11,8,3,9,14,6,4,15,16,3,15,12,12,5,2,3,2,11,10,5,10,16,3,14,10,2002-10-31,2002-10-31,ansu fati
Pedri,2002-11-25,Espanha,1,67293495,,Pedri,25/11/2002 (19 years old),ESP,Spanish First Division,Barcelona,Spain (First Division),Right,Very Strong,Reasonable,"M (C), AM (RLC)",174 cm,65 kg,19,€77M - €96M,"€748,000 p/m",85,10,Main,12,4,Creative,-,Advanced Playmaker,Support,AM (C),14,1,11,15,17,13,11,1,2,16,15,9,14,16,14,17,2,11,18,18,9,1,7,8,2,9,11,6,6,16,13,3,13,17,11,9,4,2,2,16,9,9,13,17,3,18,15,2002-11-25,2002-11-25,pedri
Thibaut Courtois,1992-05-11,Bélgica,1,18026122,,Thibaut Courtois,11/5/1992 (30 years old),BEL,Spanish First Division,R. Madrid,Spain (First Division),Left,Reasonable,Very Strong,GK,199 cm,96 kg,30,€195M - €256M,"€1,283,000 p/m",413,-,Main,94,4,Distributor,-,Sweeper Keeper,Defend,GK,12,20,8,13,15,14,15,16,14,12,16,5,3,16,16,10,5,1,10,14,8,16,10,18,16,13,3,3,2,12,2,18,11,13,2,16,6,19,12,8,14,3,14,12,15,9,11,1992-05-11,1992-05-11,thibaut courtois
Toby Alderweireld,1989-03-02,Bélgica,1,8169242,,Toby Alderweireld,2/3/1989 (33 years old),BEL,Jupiler Pro League,Antwerp,Belgium (Jupiler Pro League),Right,Very Strong,Fairly Strong,D (RC),187 cm,91 kg,33,Not for Sale,"€238,000 p/m",359,17,Main,121,5,Technical,-,Ball Playing Defender,Defend,D (C),9,1,13,10,15,12,14,2,3,15,13,7,10,15,14,10,1,10,14,10,10,2,15,14,2,14,9,12,13,15,10,1,9,15,8,15,1,3,1,12,17,15,14,13,3,13,13,1989-03-02,1989-03-02,toby alderweireld
Arthur Theate,2000-05-25,Bélgica,1,18105815,,Arthur Theate,25/5/2000 (22 years old),BEL,Ligue 1 Uber Eats,Rennes,France (Ligue 1 Uber Eats),Left,Weak,Very Strong,D (C),186 cm,76 kg,22,€42M - €52M,"€102,000 p/m",67,7,,3,3,Leader,-,No-Nonsense Centre-Back,Stopper,D (C),14,1,15,13,16,12,15,2,2,11,12,5,9,11,17,11,1,9,11,13,6,3,16,14,3,13,9,8,14,13,11,3,13,12,7,14,1,2,3,14,14,14,14,12,1,11,14,2000-05-25,2000-05-25,arthur theate
Wout Faes,1998-04-03,Bélgica,1,18083577,,Wout Faes,3/4/1998 (24 years old),BEL,English Premier Division,Leicester,England (Premier Division),Right Only,Very Strong,Weak,D (C),187 cm,84 kg,24,€18.5M - €22M,"€302,000 p/m",162,5,Main,1,21,Intelligent,-,Ball Playing Defender,Defend,D (C),12,4,13,12,17,13,14,2,3,14,13,8,10,12,14,11,2,6,12,8,8,2,14,14,1,15,8,5,15,12,8,2,12,13,5,14,3,1,2,14,13,15,14,12,1,14,15,1998-04-03,1998-04-03,wout faes
Jan Vertonghen,1987-04-24,Bélgica,1,8150316,,Jan Vertonghen,24/4/1987 (35 years old),BEL,Jupiler Pro League,RSC Anderlecht,Belgium (Jupiler Pro League),Left,Reasonable,Very Strong,D (LC),189 cm,79 kg,35,Not for Sale,"€282,000 p/m",456,32,Main,139,23,Intelligent,-,Ball Playing Defender,Defend,D (C),8,3,14,9,14,12,14,3,1,16,14,7,11,15,14,10,2,8,14,12,11,1,14,14,2,15,10,12,15,15,11,1,10,14,10,16,2,1,1,11,15,16,15,14,2,11,11,1987-04-24,1987-04-24,jan vertonghen
Axel Witsel,1989-01-12,Bélgica,1,8169215,,Axel Witsel,12/1/1989 (33 years old),BEL,Spanish First Division,A. Madrid,Spain (First Division),Right,Very Strong,Fairly Strong,"D (C), DM, M (C)",186 cm,81 kg,33,€10.5M - €13M,"€520,000 p/m",412,62,Main,124,10,Technical,-,Deep Lying Playmaker,Defend,DM,10,2,11,11,18,18,13,2,3,18,19,8,10,14,13,13,2,10,15,8,8,3,13,14,1,13,11,9,12,18,12,1,10,16,14,12,1,1,3,14,14,12,18,15,1,13,13,1989-01-12,1989-01-12,axel witsel
Kevin De Bruyne,1991-06-28,Bélgica,1,18004457,,Kevin De Bruyne,28/6/1991 (30 years old),BEL,English Premier Division,Man City,England (Premier Division),Either,Very Strong,Strong,"M (RLC), AM (C)",181 cm,68 kg,30,€206M - €224M,"€1,709,000 p/m",392,96,Main,91,2,Creative,-,Mezzala,Attack,M (C),15,2,12,13,14,14,13,2,3,15,15,14,19,18,17,15,2,16,16,16,17,2,6,10,1,13,17,7,9,16,14,4,14,18,16,11,2,3,1,17,13,9,14,18,3,20,15,1991-06-28,1991-06-28,kevin de bruyne
Youri Tielemans,1997-05-07,Bélgica,1,18077264,Wnt,Youri Tielemans,7/5/1997 (25 years old),BEL,English Premier Division,Leicester,England (Premier Division),Right,Very Strong,Fairly Strong,"DM, M (C)",176 cm,72 kg,25,€33M - €51M,"€603,000 p/m",306,49,Main,52,14,Intelligent,-,Central Midfielder,Attack,M (C),12,4,13,13,15,12,12,1,2,15,12,11,13,16,14,13,1,12,16,15,12,2,9,8,2,14,12,3,11,17,15,3,10,18,15,12,1,2,1,12,10,12,14,17,2,17,13,1997-05-07,1997-05-07,youri tielemans
Romelu Lukaku,1993-05-13,Bélgica,1,18007344,,Romelu Lukaku,13/5/1993 (29 years old),BEL,Italian Serie A,Inter,Italy (Serie A),Left,Fairly Strong,Very Strong,ST (C),191 cm,93 kg,29,€106M - €158M,"€1,759,000 p/m",423,200,Main,102,5,Leader,-,Target Forward,Support,ST (C),14,1,16,8,15,20,16,3,1,16,13,4,10,14,18,13,3,18,13,13,11,2,15,16,3,16,14,3,5,15,15,1,17,13,20,5,1,3,1,14,20,10,19,14,1,11,12,1993-05-13,1993-05-13,romelu lukaku
Eden Hazard,1991-01-07,Bélgica,1,18004418,Lst,Eden Hazard,7/1/1991 (31 years old),BEL,Spanish First Division,R. Madrid,Spain (First Division),Either,Very Strong,Strong,AM (RLC),173 cm,76 kg,31,€31M,"€1,929,000 p/m",440,125,Main,120,-,Creative,-,Inverted Winger,Support,AM (L),14,3,8,15,13,17,12,2,2,16,13,12,13,15,15,18,1,15,17,18,13,2,7,8,3,6,11,5,3,12,15,3,13,16,19,7,1,1,4,13,11,4,8,18,3,16,11,1991-01-07,1991-01-07,eden hazard
Yannick Carrasco,1993-09-04,Bélgica,1,18027198,Wnt,Yannick Carrasco,4/9/1993 (28 years old),BEL,Spanish First Division,A. Madrid,Spain (First Division),Right,Very Strong,Fairly Strong,"WB (L), M/AM (RL)",180 cm,71 kg,28,€60M - €85M,"€715,000 p/m",291,69,Main,57,7,Creative,-,Inverted Winger,Support,AM (L),16,2,11,14,12,14,10,3,1,14,12,14,13,13,15,17,3,13,14,16,15,3,8,10,1,9,13,6,4,12,16,1,17,14,15,7,2,2,3,13,11,4,10,17,1,15,12,1993-09-04,1993-09-04,yannick carrasco
Simon Mignolet,1988-03-06,Bélgica,1,8167246,,Simon Mignolet,6/3/1988 (34 years old),BEL,Jupiler Pro League,Club Brugge,Belgium (Jupiler Pro League),Right Only,Very Strong,Weak,GK,193 cm,88 kg,34,Not for Sale,"€368,000 p/m",448,1,Main,35,10,Shot Stopper,-,Sweeper Keeper,Defend,GK,11,14,10,15,15,13,14,11,12,14,14,5,3,13,15,2,7,3,11,1,9,15,4,14,12,10,2,1,3,14,3,15,11,11,4,15,14,17,12,12,14,2,11,8,12,8,10,1988-03-06,1988-03-06,simon mignolet
Koen Casteels,1992-06-25,Bélgica,1,18010782,Wnt,Koen Casteels,25/6/1992 (30 years old),BEL,Bundesliga,VfL Wolfsburg,Germany (Bundesliga),Left Only,Weak,Very Strong,GK,197 cm,86 kg,30,€11.5M - €17.5M,"€332,000 p/m",256,-,Main,4,9,Assertive,-,Sweeper Keeper,Support,GK,11,17,14,15,13,12,13,13,12,14,13,1,3,13,15,3,12,3,11,2,5,13,8,18,12,15,3,1,1,14,1,14,11,11,1,13,8,16,16,12,12,3,14,11,14,11,13,1992-06-25,1992-06-25,koen casteels
Dries Mertens,1987-05-06,Bélgica,1,8169425,,Dries Mertens,6/5/1987 (35 years old),BEL,Turkish Super League,Galatasaray,Turkey (Super League),Right,Very Strong,Fairly Strong,"AM (LC), ST (C)",169 cm,61 kg,35,€850K - €1.8M,"€556,000 p/m",544,200,Main,105,-,Creative,-,Attacking Midfielder,Support,AM (C),13,3,14,15,14,8,11,3,2,15,12,12,14,14,17,13,2,17,16,17,13,1,7,6,1,15,13,3,4,15,15,1,12,14,16,8,1,1,2,12,7,8,13,17,2,14,13,1987-05-06,1987-05-06,dries mertens
Thomas Meunier,1991-09-12,Bélgica,1,18043393,,Thomas Meunier,12/9/1991 (30 years old),BEL,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Weak,D/WB/M (R),191 cm,90 kg,30,€9M - €10.5M,"€831,000 p/m",323,41,Main,56,7,Physical,Torn knee ligaments,Full-Back,Attack,D (R),13,1,14,11,13,15,15,3,1,12,13,8,15,10,16,13,2,10,11,12,10,2,13,14,1,8,12,8,11,15,15,1,15,11,6,10,1,1,2,15,16,14,16,13,4,13,16,1991-09-12,1991-09-12,thomas meunier
Thorgan Hazard,1993-03-29,Bélgica,1,85023676,,Thorgan Hazard,29/3/1993 (29 years old),BEL,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"M (RL), AM (RLC), ST (C)",175 cm,71 kg,29,€32M - €48M,"€415,000 p/m",306,61,Main,45,10,Creative,-,Inverted Winger,Support,M (L),14,2,14,13,11,10,10,2,1,10,13,15,13,12,13,14,3,12,14,13,13,3,7,8,3,10,13,7,8,11,13,1,14,13,13,8,2,1,1,13,9,8,15,15,1,13,15,1993-03-29,1993-03-29,thorgan hazard
Leandro Trossard,1994-12-04,Bélgica,1,18054004,Wnt,Leandro Trossard,4/12/1994 (27 years old),BEL,English Premier Division,Brighton,England (Premier Division),Either,Very Strong,Strong,"WB/M (L), AM (LC), ST (C)",172 cm,67 kg,27,€40M - €57M,"€302,000 p/m",274,81,Main,19,1,Creative,-,Inverted Winger,Support,AM (L),16,3,13,13,12,13,13,1,3,13,14,14,12,13,11,15,4,14,14,15,12,1,5,6,1,8,13,4,6,10,15,2,15,14,15,9,1,1,3,13,9,4,10,16,3,15,12,1994-12-04,1994-12-04,leandro trossard
Amadou Onana,2001-08-16,Bélgica,1,91207274,,Amadou Onana,16/8/2001 (20 years old),BEL,English Premier Division,Everton,England (Premier Division),Right,Very Strong,Fairly Strong,"D (C), DM, M (C)",192 cm,76 kg,20,€55M - €82M,"€176,000 p/m",57,3,U21,1,7,Physical,-,Segundo Volante,Support,DM,12,2,13,13,11,15,12,3,1,14,12,7,9,12,14,14,1,8,13,14,9,1,12,15,1,9,9,8,12,13,11,3,17,13,9,11,2,1,3,14,13,14,10,14,1,14,14,2001-08-16,2001-08-16,amadou onana
Leander Dendoncker,1995-04-15,Bélgica,1,18057380,,Leander Dendoncker,15/4/1995 (27 years old),BEL,English Premier Division,Aston Villa,England (Premier Division),Right,Very Strong,Reasonable,"D (C), DM, M (C)",188 cm,76 kg,27,€21M - €31M,"€377,000 p/m",244,17,Main,29,5,Leader,-,Ball Winning Midfielder,Defend,M (C),13,2,14,13,15,14,14,3,2,12,15,9,9,14,12,11,3,8,11,10,10,4,16,15,2,12,11,10,13,12,12,2,12,14,9,13,2,2,2,14,12,14,15,11,1,11,15,1995-04-15,1995-04-15,leander dendoncker
Hans Vanaken,1992-08-24,Bélgica,1,18051194,,Hans Vanaken,24/8/1992 (29 years old),BEL,Jupiler Pro League,Club Brugge,Belgium (Jupiler Pro League),Right,Very Strong,Reasonable,M/AM (C),195 cm,77 kg,29,€15.5M - €23M,"€347,000 p/m",412,117,,21,3,Intelligent,-,Advanced Playmaker,Support,AM (C),9,1,14,14,11,10,13,1,3,16,14,13,11,16,12,12,2,13,13,14,13,1,15,14,3,14,13,8,8,15,16,2,9,15,14,11,1,1,3,14,13,8,14,13,1,17,14,1992-08-24,1992-08-24,hans vanaken
Timothy Castagne,1995-12-05,Bélgica,1,18074558,Wnt,Timothy Castagne,5/12/1995 (26 years old),BEL,English Premier Division,Leicester,England (Premier Division),Right,Very Strong,Reasonable,D/WB/M (RL),185 cm,80 kg,26,€40M - €57M,"€352,000 p/m",209,8,Main,24,7,Physical,-,Wing-Back,Attack,D (R),15,3,12,14,12,14,11,3,1,12,12,8,14,12,15,13,1,10,12,11,6,2,9,12,3,9,8,8,11,13,13,2,15,13,5,12,3,2,2,15,11,12,15,14,2,11,16,1995-12-05,1995-12-05,timothy castagne
Charles De Ketelaere,2001-03-10,Bélgica,1,18110528,,Charles De Ketelaere,10/3/2001 (21 years old),BEL,Italian Serie A,Milan,Italy (Serie A),Left,Reasonable,Very Strong,"M/AM (C), ST (C)",192 cm,80 kg,21,€53M - €80M,"€235,000 p/m",90,18,,8,6,Creative,-,Advanced Playmaker,Support,AM (C),13,1,12,12,14,14,13,2,2,14,14,10,11,14,15,15,3,13,16,17,10,2,13,15,3,8,12,11,7,12,14,1,14,15,12,10,3,4,1,13,12,10,15,16,4,15,13,2001-03-10,2001-03-10,charles de ketelaere
Michy Batshuayi,1993-10-02,Bélgica,1,18053710,,Michy Batshuayi,2/10/1993 (28 years old),BEL,Turkish Super League,Fenerbahçe,Turkey (Super League),Either,Very Strong,Strong,ST (C),185 cm,78 kg,28,€8M - €12M,"€417,000 p/m",288,101,,45,13,Physical,-,Pressing Forward,Attack,ST (C),13,2,14,14,12,16,14,1,3,11,11,7,8,10,9,12,4,10,12,14,9,3,13,13,1,4,13,5,6,12,14,3,13,12,14,8,1,1,3,15,15,5,15,14,1,11,16,1993-10-02,1993-10-02,michy batshuayi
Loïs Openda,2000-02-16,Bélgica,1,18101745,,Lois Openda,16/2/2000 (22 years old),BEL,Ligue 1 Uber Eats,RC Lens,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,ST (C),177 cm,79 kg,22,€10M - €12M,"€65,000 p/m",101,32,,3,15,Physical,-,Pressing Forward,Attack,ST (C),16,2,16,14,13,14,14,1,3,12,12,11,11,13,14,13,1,13,13,14,6,3,9,8,3,6,6,5,6,14,7,1,15,12,12,5,2,1,1,13,14,5,14,14,2,8,14,2000-02-16,2000-02-16,lois openda
Jérémy Doku,2002-05-27,Bélgica,1,18106083,Wnt,Jérémy Doku,27/5/2002 (20 years old),BEL,Ligue 1 Uber Eats,Rennes,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,"AM (RL), ST (C)",171 cm,67 kg,20,€26M - €33M,"€65,000 p/m",80,8,,10,4,Technical,-,Inverted Winger,Support,AM (L),16,3,14,15,12,5,18,2,2,11,9,11,11,8,12,15,2,10,14,16,8,3,5,5,1,6,8,5,5,16,11,1,17,12,14,7,3,1,1,12,10,7,11,16,4,6,14,2002-05-27,2002-05-27,jeremy doku
Zeno Debast,2003-10-24,Bélgica,1,18115016,,Zeno Debast,24/10/2003 (18 years old),BEL,Jupiler Pro League,RSC Anderlecht,Belgium (Jupiler Pro League),Right,Very Strong,Reasonable,D (C),191 cm,73 kg,18,€13M - €19.5M,"€10,750 p/m",7,-,U21,0,-,Technical,-,Ball Playing Defender,Defend,D (C),11,1,11,12,12,12,10,1,1,13,14,6,12,10,12,8,4,8,13,13,8,1,14,14,4,7,8,8,14,10,8,2,11,15,9,12,2,1,3,10,9,12,12,13,1,12,12,2003-10-24,2003-10-24,zeno debast
Dayne St. Clair,1997-05-09,Canadá,1,72052878,Wnt,Dayne St. Clair,9/5/1997 (25 years old),CAN,Major League Soccer,Minnesota,U.S.A. (MLS),Right,Very Strong,Reasonable,GK,194 cm,84 kg,25,€210K - €2.1M,"€14,000 p/m",48,-,Main,1,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,11,14,12,13,12,9,12,8,10,8,12,4,2,11,13,1,6,3,9,2,6,12,2,14,12,5,3,3,3,12,3,12,11,13,1,13,5,16,13,9,13,3,9,11,10,8,11,1997-05-09,1997-05-09,dayne st clair
Alistair Johnston,1998-10-08,Canadá,1,72056139,,Alistair Johnston,8/10/1998 (23 years old),CAN,Major League Soccer,CF Montréal,U.S.A. (MLS),Right,Very Strong,Reasonable,"D (RC), WB (R)",181 cm,78 kg,23,€600K - €4.7M,"€44,000 p/m",66,1,Main,26,-,Leader,-,Wing-Back,Defend,WB (R),13,1,12,13,11,13,13,2,3,11,11,8,13,10,12,11,3,8,11,9,8,1,11,10,1,11,10,9,13,14,10,1,13,13,9,13,3,3,2,14,10,13,15,11,2,12,16,1998-10-08,1998-10-08,alistair johnston
Sam Adekugbe,1995-01-16,Canadá,1,72040306,,Sam Adekugbe,16/1/1995 (27 years old),CAN,Turkish Super League,Hatayspor,Turkey (Super League),Left,Weak,Very Strong,D/WB (L),176 cm,75 kg,27,€250K - €2.5M,"€21,500 p/m",160,-,,31,7,Technical,-,Wing-Back,Support,D (L),14,1,12,13,11,11,11,3,4,12,12,7,12,8,12,13,1,7,13,7,7,1,10,12,1,8,6,10,12,11,14,2,14,12,6,11,2,2,3,15,13,12,13,12,1,8,14,1995-01-16,1995-01-16,sam adekugbe
Kamal Miller,1997-05-16,Canadá,1,72052898,,Kamal Miller,16/5/1997 (25 years old),CAN,Major League Soccer,CF Montréal,U.S.A. (MLS),Left,Fairly Strong,Very Strong,D (LC),183 cm,84 kg,25,€170K - €7.8M,"€29,000 p/m",79,1,Main,25,1,Physical,-,Central Defender,Defend,D (C),12,2,12,9,11,10,15,4,3,10,10,7,9,10,12,12,3,7,10,5,3,1,13,11,1,14,7,8,13,13,8,1,14,12,10,12,1,3,4,14,16,13,14,8,2,8,14,1997-05-16,1997-05-16,kamal miller
Steven Vitória,1987-01-11,Canadá,1,55006634,,Steven Vitória,11/1/1987 (35 years old),CAN,Portuguese Premier League,Chaves,Portugal (Premier League),Right,Very Strong,Reasonable,D (C),195 cm,86 kg,35,€16K - €150K,"€7,500 p/m",276,39,Main,32,-,Physical,-,Central Defender,Defend,D (C),8,1,14,8,12,15,16,3,2,12,12,10,9,10,14,6,2,8,8,5,13,2,15,16,1,15,11,10,15,14,10,3,9,8,12,14,1,3,2,11,17,11,13,9,1,8,11,1987-01-11,1987-01-11,steven vitoria
Samuel Piette,1994-11-12,Canadá,1,85100464,,Samuel Piette,12/11/1994 (27 years old),CAN,Major League Soccer,CF Montréal,U.S.A. (MLS),Right,Very Strong,Weak,"DM, M (C)",171 cm,78 kg,27,€500K - €7.4M,"€42,500 p/m",249,4,Main,62,15,Leader,-,Ball Winning Midfielder,Defend,DM,11,1,14,10,13,13,14,1,1,13,14,8,7,13,17,9,1,7,11,10,7,1,9,7,10,16,11,6,13,15,10,1,11,13,8,13,1,1,1,17,13,14,14,11,1,10,15,1994-11-12,1994-11-12,samuel piette
